0.00034319,1.87536e-006,0.00135122,0.01
0.000697473,7.51752e-006,0.00269157,0.02
0.00106251,1.69493e-005,0.00402106,0.03
0.00143795,3.01916e-005,0.00533971,0.04
0.00182345,4.72632e-005,0.00664753,0.05
0.00221866,6.81811e-005,0.00794455,0.06
0.00262327,9.29604e-005,0.00923079,0.07
0.00303694,0.000121614,0.0105063,0.08
0.00345935,0.000154155,0.0117711,0.09
0.00389019,0.000190592,0.0130252,0.1
0.00432915,0.000230933,0.0142688,0.11
0.00477593,0.000275186,0.0155017,0.12
0.00523022,0.000323356,0.0167242,0.13
0.00569175,0.000375447,0.0179363,0.14
0.00616022,0.00043146,0.019138,0.15
0.00663535,0.000491398,0.0203293,0.16
0.00711687,0.00055526,0.0215105,0.17
0.0076045,0.000623044,0.0226815,0.18
0.008098,0.000694748,0.0238424,0.19
0.00859709,0.000770368,0.0249933,0.2
0.00910152,0.000849898,0.0261344,0.21
0.00961105,0.000933334,0.0272655,0.22
0.0101254,0.00102067,0.028387,0.23
0.0106444,0.00111189,0.0294988,0.24
0.0111678,0.00120699,0.030601,0.25
0.0116953,0.00130596,0.0316937,0.26
0.0122268,0.00140879,0.0327771,0.27
0.012762,0.00151547,0.0338512,0.28
0.0133006,0.00162599,0.0349161,0.29
0.0138426,0.00174032,0.0359719,0.3
0.0143876,0.00185846,0.0370187,0.31
0.0149355,0.00198039,0.0380565,0.32
0.0154862,0.0021061,0.0390856,0.33
0.0160393,0.00223557,0.040106,0.34
0.0165947,0.00236878,0.0411178,0.35
0.0171522,0.00250571,0.0421211,0.36
0.0177117,0.00264635,0.0431159,0.37
0.018273,0.00279068,0.0441025,0.38
0.0188359,0.00293867,0.0450808,0.39
0.0194002,0.00309031,0.0460511,0.4
0.0199657,0.00324558,0.0470133,0.41
0.0205324,0.00340446,0.0479677,0.42
0.0211001,0.00356692,0.0489142,0.43
0.0216686,0.00373294,0.049853,0.44
0.0222377,0.00390251,0.0507843,0.45
0.0228073,0.00407559,0.051708,0.46
0.0233774,0.00425217,0.0526243,0.47
0.0239476,0.00443222,0.0535333,0.48
0.024518,0.00461572,0.0544351,0.49
0.0250883,0.00480264,0.0553298,0.5
0.0256585,0.00499296,0.0562174,0.51
0.0262284,0.00518665,0.0570982,0.52
0.0267979,0.0053837,0.0579721,0.53
0.0273669,0.00558407,0.0588393,0.54
0.0279353,0.00578774,0.0596998,0.55
0.0285029,0.00599468,0.0605538,0.56
0.0290697,0.00620487,0.0614014,0.57
0.0296355,0.00641828,0.0622425,0.58
0.0302003,0.00663489,0.0630775,0.59
0.0307639,0.00685467,0.0639062,0.6
0.0313263,0.00707759,0.0647289,0.61
0.0318873,0.00730363,0.0655455,0.62
0.0324468,0.00753275,0.0663563,0.63
0.0330048,0.00776494,0.0671612,0.64
0.0335613,0.00800016,0.0679603,0.65
0.034116,0.00823839,0.0687539,0.66
0.0346689,0.00847961,0.0695418,0.67
0.0352199,0.00872377,0.0703243,0.68
0.035769,0.00897087,0.0711013,0.69
0.0363161,0.00922086,0.071873,0.7
0.0368611,0.00947372,0.0726395,0.71
0.0374039,0.00972943,0.0734008,0.72
0.0379445,0.00998795,0.0741571,0.73
0.0384828,0.0102493,0.0749083,0.74
0.0390188,0.0105133,0.0756546,0.75
0.0395523,0.0107801,0.076396,0.76
0.0400833,0.0110497,0.0771326,0.77
0.0406118,0.0113219,0.0778645,0.78
0.0411376,0.0115967,0.0785918,0.79
0.0416609,0.0118742,0.0793146,0.8
0.0421814,0.0121542,0.0800328,0.81
0.0426991,0.0124369,0.0807466,0.82
0.043214,0.012722,0.081456,0.83
0.0437261,0.0130097,0.0821611,0.839999
0.0442353,0.0132999,0.082862,0.849999
0.0447415,0.0135926,0.0835588,0.859999
0.0452447,0.0138876,0.0842515,0.869999
0.0457449,0.0141851,0.0849401,0.879999
0.046242,0.0144849,0.0856247,0.889999
0.046736,0.0147871,0.0863055,0.899999
0.0472269,0.0150917,0.0869824,0.909999
0.0477145,0.0153985,0.0876555,0.919999
0.0481989,0.0157076,0.0883249,0.929999
0.0486801,0.0160189,0.0889906,0.939999
0.049158,0.0163325,0.0896527,0.949999
0.0496326,0.0166482,0.0903112,0.959999
0.0501038,0.0169661,0.0909662,0.969999
0.0505717,0.0172862,0.0916178,0.979999
0.0510362,0.0176084,0.092266,0.989999
0.0514972,0.0179326,0.0929109,0.999999
0.0519548,0.0182589,0.0935524,1.01
0.0524089,0.0185872,0.0941907,1.02
0.0528595,0.0189176,0.0948259,1.03
0.0533066,0.0192499,0.0954579,1.04
0.0537502,0.0195842,0.0960868,1.05
0.0541902,0.0199204,0.0967126,1.06
0.0546266,0.0202586,0.0973355,1.07
0.0550595,0.0205986,0.0979554,1.08
0.0554887,0.0209404,0.0985724,1.09
0.0559143,0.0212841,0.0991865,1.1
0.0563363,0.0216296,0.0997978,1.11
0.0567546,0.0219769,0.100406,1.12
0.0571693,0.022326,0.101012,1.13
0.0575803,0.0226768,0.101615,1.14
0.0579877,0.0230292,0.102216,1.15
0.0583913,0.0233834,0.102814,1.16
0.0587912,0.0237392,0.103409,1.17
0.0591874,0.0240967,0.104002,1.18
0.0595799,0.0244558,0.104592,1.19
0.0599687,0.0248165,0.10518,1.2
0.0603538,0.0251787,0.105765,1.21
0.0607351,0.0255425,0.106348,1.22
0.0611127,0.0259078,0.106929,1.23
0.0614865,0.0262746,0.107507,1.24
0.0618566,0.0266429,0.108083,1.25
0.0622229,0.0270126,0.108657,1.26
0.0625855,0.0273838,0.109228,1.27
0.0629443,0.0277563,0.109797,1.28
0.0632994,0.0281303,0.110365,1.29
0.0636507,0.0285056,0.11093,1.3
0.0639982,0.0288823,0.111493,1.31
0.064342,0.0292602,0.112054,1.32
0.0646821,0.0296395,0.112612,1.33
0.0650184,0.0300201,0.113169,1.34
0.0653509,0.0304019,0.113724,1.35
0.0656797,0.0307849,0.114277,1.36
0.0660048,0.0311691,0.114828,1.37
0.0663261,0.0315546,0.115377,1.38
0.0666436,0.0319412,0.115924,1.39
0.0669575,0.0323289,0.11647,1.4
0.0672676,0.0327178,0.117013,1.41
0.067574,0.0331078,0.117555,1.42
0.0678767,0.0334989,0.118095,1.43
0.0681756,0.033891,0.118633,1.44
0.0684709,0.0342842,0.11917,1.45
0.0687625,0.0346785,0.119705,1.46
0.0690503,0.0350737,0.120238,1.47
0.0693345,0.0354699,0.120769,1.48
0.0696151,0.0358671,0.121299,1.49
0.0698919,0.0362652,0.121827,1.5
0.0701651,0.0366643,0.122353,1.51
0.0704347,0.0370643,0.122878,1.52
0.0707006,0.0374652,0.123402,1.53
0.0709629,0.0378669,0.123924,1.54
0.0712215,0.0382695,0.124444,1.55
0.0714766,0.038673,0.124963,1.56
0.071728,0.0390772,0.12548,1.57
0.0719759,0.0394823,0.125996,1.58
0.0722202,0.0398881,0.12651,1.59
0.0724609,0.0402948,0.127023,1.6
0.0726981,0.0407021,0.127535,1.61
0.0729317,0.0411102,0.128045,1.62
0.0731618,0.041519,0.128553,1.63
0.0733883,0.0419285,0.129061,1.64
0.0736114,0.0423387,0.129567,1.65
0.073831,0.0427495,0.130071,1.66
0.0740471,0.043161,0.130575,1.67
0.0742597,0.0435731,0.131076,1.68
0.0744688,0.0439858,0.131577,1.69
0.0746745,0.0443991,0.132076,1.7
