0.295921,0.220221,0.19028,0.119792,0.173785,0
0.340074,0.22293,0.18411,0.0951993,0.157687,0.005
0.350276,0.221346,0.185095,0.0895522,0.153731,0.01
0.348152,0.218774,0.189094,0.0896277,0.154352,0.015
0.341667,0.215837,0.194097,0.0917593,0.156639,0.02
0.333733,0.212753,0.199291,0.0947087,0.159514,0.025
0.325412,0.209626,0.204365,0.0980219,0.162576,0.03
0.31709,0.206504,0.209203,0.101525,0.165677,0.035
0.308905,0.203412,0.21377,0.105149,0.168763,0.04
0.300904,0.200359,0.218058,0.108865,0.171815,0.045
0.293099,0.197348,0.222069,0.112658,0.174825,0.05
0.285494,0.194382,0.225813,0.11652,0.177791,0.055
0.278084,0.19146,0.229298,0.120445,0.180714,0.06
0.270866,0.188581,0.232532,0.124428,0.183592,0.065
0.263835,0.185746,0.235526,0.128466,0.186428,0.07
0.256987,0.182953,0.238287,0.132553,0.189221,0.075
0.250316,0.180202,0.240825,0.136685,0.191972,0.08
0.243819,0.177492,0.243148,0.14086,0.194681,0.085
0.23749,0.174824,0.245264,0.145073,0.19735,0.09
0.231325,0.172195,0.247181,0.14932,0.199978,0.095
0.225321,0.169606,0.248907,0.153599,0.202567,0.1
0.219472,0.167056,0.250448,0.157906,0.205118,0.105
0.213775,0.164544,0.251813,0.162239,0.207629,0.11
0.208226,0.16207,0.253008,0.166593,0.210104,0.115
0.202821,0.159633,0.254039,0.170967,0.21254,0.12
0.197556,0.157233,0.254914,0.175356,0.214941,0.125
0.192428,0.154869,0.255638,0.17976,0.217305,0.13
0.187434,0.15254,0.256218,0.184175,0.219633,0.135
0.182568,0.150247,0.256659,0.188599,0.221927,0.14
0.177829,0.147988,0.256968,0.193029,0.224186,0.145
0.173213,0.145762,0.25715,0.197464,0.226411,0.15
0.168717,0.143571,0.257209,0.2019,0.228603,0.155
0.164338,0.141412,0.257152,0.206337,0.230761,0.16
0.160072,0.139286,0.256983,0.210771,0.232888,0.165
0.155917,0.137192,0.256708,0.215202,0.234982,0.17
0.15187,0.135129,0.25633,0.219627,0.237045,0.175
0.147928,0.133097,0.255854,0.224045,0.239076,0.18
0.144088,0.131096,0.255285,0.228453,0.241078,0.185
0.140348,0.129125,0.254627,0.232852,0.243049,0.19
0.136705,0.127183,0.253884,0.237238,0.24499,0.195
0.133156,0.125271,0.25306,0.24161,0.246903,0.2
0.1297,0.123387,0.252159,0.245968,0.248786,0.205
0.126333,0.121532,0.251184,0.250309,0.250641,0.21
0.123054,0.119705,0.250139,0.254633,0.252469,0.215
0.11986,0.117905,0.249028,0.258939,0.254269,0.22
0.116749,0.116132,0.247854,0.263224,0.256041,0.225
0.113718,0.114386,0.246619,0.267489,0.257788,0.23
0.110766,0.112666,0.245328,0.271732,0.259507,0.235
0.107891,0.110972,0.243983,0.275953,0.261201,0.24
0.105091,0.109303,0.242586,0.280149,0.26287,0.245
0.102363,0.10766,0.241142,0.284322,0.264513,0.25
0.0997058,0.106041,0.239652,0.288469,0.266132,0.255
0.0971178,0.104447,0.238119,0.292589,0.267727,0.26
0.0945969,0.102876,0.236546,0.296683,0.269297,0.265
0.0921414,0.10133,0.234935,0.30075,0.270844,0.27
0.0897497,0.099806,0.233288,0.304788,0.272367,0.275
0.08742,0.0983053,0.231608,0.308798,0.273868,0.28
0.0851508,0.0968272,0.229897,0.312779,0.275346,0.285
0.0829406,0.0953713,0.228156,0.31673,0.276802,0.29
0.0807877,0.0939373,0.226389,0.32065,0.278236,0.295
0.0786906,0.0925249,0.224596,0.32454,0.279649,0.3
0.0766481,0.0911337,0.22278,0.328398,0.28104,0.305
0.0746585,0.0897634,0.220942,0.332226,0.28241,0.31
0.0727206,0.0884138,0.219085,0.336021,0.28376,0.315
0.0708329,0.0870844,0.21721,0.339784,0.285089,0.32
0.0689943,0.085775,0.215318,0.343514,0.286398,0.325
0.0672034,0.0844853,0.213411,0.347212,0.287688,0.33
0.065459,0.083215,0.21149,0.350877,0.288958,0.335
0.0637599,0.0819638,0.209558,0.354509,0.29021,0.34
0.0621049,0.0807314,0.207615,0.358107,0.291442,0.345
0.0604928,0.0795176,0.205662,0.361671,0.292656,0.35
0.0589226,0.0783219,0.203702,0.365202,0.293851,0.355
0.0573931,0.0771443,0.201734,0.368699,0.295029,0.36
0.0559033,0.0759844,0.199761,0.372162,0.296189,0.365
0.0544523,0.0748419,0.197784,0.375591,0.297332,0.37
0.0530388,0.0737166,0.195802,0.378985,0.298457,0.375
0.0516621,0.0726082,0.193819,0.382346,0.299565,0.38
0.0503211,0.0715165,0.191833,0.385672,0.300657,0.385
0.0490149,0.0704412,0.189848,0.388964,0.301732,0.39
0.0477426,0.069382,0.187862,0.392222,0.302791,0.395
0.0465033,0.0683388,0.185878,0.395445,0.303835,0.4
0.0452963,0.0673113,0.183896,0.398635,0.304862,0.405
0.0441205,0.0662992,0.181916,0.40179,0.305874,0.41
0.0429752,0.0653023,0.17994,0.404911,0.306871,0.415
0.0418597,0.0643205,0.177969,0.407998,0.307853,0.42
0.0407732,0.0633534,0.176003,0.411051,0.30882,0.425
0.0397148,0.0624008,0.174042,0.41407,0.309773,0.43
0.0386839,0.0614625,0.172087,0.417055,0.310711,0.435
0.0376798,0.0605384,0.17014,0.420007,0.311635,0.44
0.0367017,0.0596282,0.1682,0.422925,0.312545,0.445
0.0357491,0.0587316,0.166268,0.42581,0.313442,0.45
0.0348211,0.0578485,0.164344,0.428661,0.314325,0.455
0.0339173,0.0569787,0.162429,0.43148,0.315195,0.46
0.0330369,0.056122,0.160524,0.434265,0.316051,0.465
0.0321793,0.0552782,0.158629,0.437018,0.316895,0.47
0.031344,0.054447,0.156744,0.439738,0.317726,0.475
0.0305304,0.0536284,0.15487,0.442426,0.318545,0.48
0.029738,0.052822,0.153007,0.445081,0.319351,0.485
0.028966,0.0520278,0.151156,0.447705,0.320146,0.49
0.0282142,0.0512455,0.149316,0.450296,0.320928,0.495
0.0274818,0.050475,0.147489,0.452856,0.321698,0.5
0.0267685,0.0497161,0.145674,0.455385,0.322457,0.505
0.0260736,0.0489685,0.143871,0.457882,0.323205,0.51
0.0253968,0.0482322,0.142082,0.460348,0.323941,0.515
0.0247376,0.047507,0.140305,0.462784,0.324666,0.52
0.0240955,0.0467927,0.138542,0.465189,0.325381,0.525
0.02347,0.0460892,0.136793,0.467564,0.326084,0.53
0.0228608,0.0453962,0.135058,0.469908,0.326777,0.535
0.0222674,0.0447136,0.133336,0.472223,0.32746,0.54
0.0216894,0.0440413,0.131629,0.474508,0.328132,0.545
0.0211264,0.0433791,0.129936,0.476764,0.328794,0.55
0.020578,0.0427269,0.128257,0.478991,0.329447,0.555
0.0200439,0.0420844,0.126593,0.481189,0.330089,0.56
0.0195236,0.0414517,0.124944,0.483359,0.330722,0.565
0.0190168,0.0408284,0.12331,0.4855,0.331345,0.57
0.0185232,0.0402145,0.12169,0.487613,0.331959,0.575
0.0180424,0.0396099,0.120086,0.489698,0.332564,0.58
0.0175741,0.0390143,0.118496,0.491756,0.333159,0.585
0.0171179,0.0384277,0.116922,0.493787,0.333746,0.59
0.0166736,0.0378499,0.115363,0.49579,0.334324,0.595
0.0162408,0.0372808,0.113819,0.497767,0.334893,0.6
0.0158192,0.0367202,0.112291,0.499717,0.335453,0.605
0.0154086,0.0361681,0.110777,0.501641,0.336005,0.61
0.0150086,0.0356243,0.109279,0.503539,0.336549,0.615
0.014619,0.0350887,0.107797,0.505411,0.337085,0.62
0.0142396,0.0345611,0.106329,0.507258,0.337612,0.625
0.0138699,0.0340414,0.104877,0.509079,0.338132,0.63
0.0135099,0.0335296,0.10344,0.510876,0.338644,0.635
0.0131592,0.0330254,0.102019,0.512648,0.339148,0.64
0.0128177,0.0325289,0.100613,0.514396,0.339645,0.645
0.012485,0.0320398,0.0992221,0.516119,0.340134,0.65
0.0121609,0.031558,0.0978465,0.517819,0.340615,0.655
0.0118452,0.0310835,0.0964861,0.519495,0.34109,0.66
0.0115378,0.0306162,0.0951408,0.521148,0.341557,0.665
0.0112383,0.0301558,0.0938106,0.522778,0.342018,0.67
0.0109465,0.0297024,0.0924954,0.524385,0.342471,0.675
0.0106624,0.0292558,0.0911953,0.525969,0.342918,0.68
0.0103856,0.0288159,0.08991,0.527531,0.343358,0.685
0.0101161,0.0283826,0.0886396,0.529071,0.343791,0.69
0.00985348,0.0279559,0.087384,0.530589,0.344218,0.695
0.00959771,0.0275355,0.0861431,0.532086,0.344638,0.7
0.00934858,0.0271215,0.0849169,0.533561,0.345052,0.705
0.00910592,0.0267137,0.0837052,0.535015,0.34546,0.71
0.00886955,0.0263121,0.082508,0.536449,0.345861,0.715
0.00863932,0.0259164,0.0813252,0.537862,0.346257,0.72
0.00841507,0.0255268,0.0801567,0.539255,0.346647,0.725
0.00819664,0.025143,0.0790024,0.540628,0.34703,0.73
0.00798388,0.0247649,0.0778622,0.54198,0.347409,0.735
0.00777664,0.0243926,0.0767361,0.543314,0.347781,0.74
0.00757478,0.0240258,0.0756238,0.544628,0.348148,0.745
0.00737816,0.0236645,0.0745254,0.545923,0.348509,0.75
0.00718664,0.0233087,0.0734408,0.547199,0.348865,0.755
0.0070001,0.0229583,0.0723697,0.548457,0.349215,0.76
0.0068184,0.0226131,0.0713122,0.549696,0.34956,0.765
0.00664141,0.0222731,0.0702681,0.550917,0.3499,0.77
0.00646902,0.0219382,0.0692372,0.55212,0.350235,0.775
0.0063011,0.0216083,0.0682196,0.553306,0.350565,0.78
0.00613754,0.0212834,0.0672151,0.554474,0.35089,0.785
0.00597823,0.0209634,0.0662235,0.555625,0.35121,0.79
0.00582305,0.0206482,0.0652448,0.556759,0.351525,0.795
0.0056719,0.0203377,0.0642788,0.557876,0.351836,0.8
0.00552467,0.0200319,0.0633255,0.558976,0.352142,0.805
0.00538127,0.0197307,0.0623846,0.560061,0.352443,0.81
0.00524159,0.0194341,0.0614562,0.561129,0.352739,0.815
0.00510553,0.0191419,0.0605401,0.562181,0.353032,0.82
0.004973,0.0188541,0.0596361,0.563217,0.353319,0.825
0.00484392,0.0185706,0.0587442,0.564238,0.353603,0.83
0.00471819,0.0182913,0.0578642,0.565244,0.353882,0.835
0.00459571,0.0180163,0.056996,0.566235,0.354157,0.84
0.00447642,0.0177454,0.0561395,0.567211,0.354428,0.845
0.00436023,0.0174786,0.0552946,0.568172,0.354695,0.85
0.00424705,0.0172158,0.0544611,0.569118,0.354958,0.855
0.00413681,0.016957,0.053639,0.570051,0.355216,0.86
0.00402943,0.016702,0.0528282,0.570969,0.355471,0.865
0.00392483,0.0164509,0.0520284,0.571873,0.355723,0.87
0.00382296,0.0162035,0.0512396,0.572764,0.35597,0.875
0.00372372,0.0159599,0.0504617,0.573641,0.356214,0.88
0.00362707,0.0157199,0.0496945,0.574505,0.356454,0.885
0.00353292,0.0154835,0.0489379,0.575356,0.35669,0.89
0.00344121,0.0152507,0.0481919,0.576193,0.356923,0.895
0.00335189,0.0150214,0.0474563,0.577018,0.357152,0.9
0.00326488,0.0147956,0.0467309,0.577831,0.357378,0.905
0.00318014,0.0145731,0.0460158,0.578631,0.3576,0.91
0.00309759,0.014354,0.0453106,0.579418,0.357819,0.915
0.00301719,0.0141382,0.0446154,0.580194,0.358035,0.92
0.00293887,0.0139256,0.0439301,0.580958,0.358248,0.925
0.00286258,0.0137162,0.0432544,0.58171,0.358457,0.93
0.00278828,0.01351,0.0425883,0.58245,0.358663,0.935
0.0027159,0.0133068,0.0419317,0.583179,0.358867,0.94
0.00264541,0.0131068,0.0412845,0.583897,0.359067,0.945
0.00257674,0.0129097,0.0406465,0.584603,0.359264,0.95
0.00250985,0.0127156,0.0400177,0.585299,0.359458,0.955
0.0024447,0.0125244,0.0393979,0.585984,0.359649,0.96
0.00238125,0.0123361,0.038787,0.586658,0.359837,0.965
0.00231944,0.0121506,0.038185,0.587322,0.360023,0.97
0.00225923,0.0119679,0.0375916,0.587976,0.360206,0.975
0.00220059,0.011788,0.0370069,0.588619,0.360385,0.98
0.00214347,0.0116107,0.0364306,0.589253,0.360563,0.985
0.00208783,0.0114361,0.0358627,0.589876,0.360737,0.99
0.00203363,0.0112642,0.0353031,0.59049,0.360909,0.995
0.00198085,0.0110948,0.0347517,0.591094,0.361079,1
0.00192943,0.010928,0.0342083,0.591689,0.361245,1.005
0.00187935,0.0107637,0.033673,0.592274,0.36141,1.01
0.00183056,0.0106018,0.0331454,0.592851,0.361572,1.015
0.00178305,0.0104424,0.0326257,0.593418,0.361731,1.02
0.00173677,0.0102854,0.0321136,0.593976,0.361888,1.025
0.00169168,0.0101308,0.0316091,0.594526,0.362043,1.03
0.00164777,0.00997845,0.031112,0.595067,0.362195,1.035
0.001605,0.00982842,0.0306224,0.595599,0.362345,1.04
0.00156334,0.00968064,0.03014,0.596123,0.362493,1.045
0.00152276,0.00953508,0.0296647,0.596639,0.362638,1.05
0.00148323,0.00939171,0.0291966,0.597147,0.362782,1.055
0.00144473,0.0092505,0.0287354,0.597646,0.362923,1.06
0.00140723,0.00911141,0.0282812,0.598138,0.363062,1.065
0.0013707,0.00897442,0.0278337,0.598622,0.363199,1.07
0.00133512,0.00883948,0.027393,0.599098,0.363334,1.075
0.00130047,0.00870657,0.0269589,0.599567,0.363467,1.08
0.00126671,0.00857566,0.0265313,0.600029,0.363598,1.085
